Country Name,Country Code,Indicator Name,PopulationDepedency,Year
"Congo, Rep.",COG,Age dependency ratio (% of working-age population),89.655329,1991
Colombia,COL,Age dependency ratio (% of working-age population),66.66685098,1991
Comoros,COM,Age dependency ratio (% of working-age population),96.48947956,1991
Cabo Verde,CPV,Age dependency ratio (% of working-age population),101.5355422,1991
Costa Rica,CRI,Age dependency ratio (% of working-age population),67.14522623,1991
Caribbean small states,CSS,Age dependency ratio (% of working-age population),68.22091284,1991
Cuba,CUB,Age dependency ratio (% of working-age population),47.14667196,1991
Curacao,CUW,Age dependency ratio (% of working-age population),53.57283391,1991
Cayman Islands,CYM,Age dependency ratio (% of working-age population),0.0,1991
Cyprus,CYP,Age dependency ratio (% of working-age population),54.51080126,1991
Czech Republic,CZE,Age dependency ratio (% of working-age population),51.58015064,1991
Germany,DEU,Age dependency ratio (% of working-age population),45.17537024,1991
Djibouti,DJI,Age dependency ratio (% of working-age population),91.16657531,1991
Dominica,DMA,Age dependency ratio (% of working-age population),0.0,1991
Denmark,DNK,Age dependency ratio (% of working-age population),48.42041034,1991
Dominican Republic,DOM,Age dependency ratio (% of working-age population),72.20497244,1991
Algeria,DZA,Age dependency ratio (% of working-age population),85.77588521,1991
East Asia & Pacific (excluding high income),EAP,Age dependency ratio (% of working-age population),56.6713706,1991
Early-demographic dividend,EAR,Age dependency ratio (% of working-age population),76.23479374,1991
East Asia & Pacific,EAS,Age dependency ratio (% of working-age population),55.22283685,1991
Europe & Central Asia (excluding high income),ECA,Age dependency ratio (% of working-age population),56.3967627,1991
Europe & Central Asia,ECS,Age dependency ratio (% of working-age population),52.69265695,1991
Ecuador,ECU,Age dependency ratio (% of working-age population),73.02036003,1991
"Egypt, Arab Rep.",EGY,Age dependency ratio (% of working-age population),82.93856259,1991
Euro area,EMU,Age dependency ratio (% of working-age population),48.13189247,1991
Eritrea,ERI,Age dependency ratio (% of working-age population),95.47848048,1991
Spain,ESP,Age dependency ratio (% of working-age population),49.34640212,1991
Estonia,EST,Age dependency ratio (% of working-age population),51.72957335,1991
Ethiopia,ETH,Age dependency ratio (% of working-age population),98.48835104,1991
European Union,EUU,Age dependency ratio (% of working-age population),49.20498004,1991
Fragile and conflict affected situations,FCS,Age dependency ratio (% of working-age population),91.31840861,1991
Finland,FIN,Age dependency ratio (% of working-age population),49.01255468,1991
Fiji,FJI,Age dependency ratio (% of working-age population),69.78141219,1991
France,FRA,Age dependency ratio (% of working-age population),51.98846525,1991
Faroe Islands,FRO,Age dependency ratio (% of working-age population),0.0,1991
"Micronesia, Fed. Sts.",FSM,Age dependency ratio (% of working-age population),90.80723985,1991
Gabon,GAB,Age dependency ratio (% of working-age population),90.50040803,1991
United Kingdom,GBR,Age dependency ratio (% of working-age population),53.53163087,1991
Georgia,GEO,Age dependency ratio (% of working-age population),52.47523566,1991
Ghana,GHA,Age dependency ratio (% of working-age population),88.35715992,1991
Gibraltar,GIB,Age dependency ratio (% of working-age population),0.0,1991
Guinea,GIN,Age dependency ratio (% of working-age population),95.44955483,1991
"Gambia, The",GMB,Age dependency ratio (% of working-age population),88.11025815,1991
Guinea-Bissau,GNB,Age dependency ratio (% of working-age population),99.27324304,1991
Equatorial Guinea,GNQ,Age dependency ratio (% of working-age population),89.1842042,1991
Greece,GRC,Age dependency ratio (% of working-age population),48.84749815,1991
Grenada,GRD,Age dependency ratio (% of working-age population),87.44680438,1991
Greenland,GRL,Age dependency ratio (% of working-age population),0.0,1991
Guatemala,GTM,Age dependency ratio (% of working-age population),96.44100186,1991
Guam,GUM,Age dependency ratio (% of working-age population),51.87350035,1991
Guyana,GUY,Age dependency ratio (% of working-age population),66.30745827,1991
High income,HIC,Age dependency ratio (% of working-age population),50.02442256,1991
"Hong Kong SAR, China",HKG,Age dependency ratio (% of working-age population),41.48313259,1991
Honduras,HND,Age dependency ratio (% of working-age population),96.12096538,1991
Heavily indebted poor countries (HIPC),HPC,Age dependency ratio (% of working-age population),96.13313766,1991
Croatia,HRV,Age dependency ratio (% of working-age population),46.0225613,1991
Haiti,HTI,Age dependency ratio (% of working-age population),89.53028055,1991
Hungary,HUN,Age dependency ratio (% of working-age population),51.23166771,1991
IBRD only,IBD,Age dependency ratio (% of working-age population),63.43363233,1991
IDA & IBRD total,IBT,Age dependency ratio (% of working-age population),68.85925029,1991
IDA total,IDA,Age dependency ratio (% of working-age population),91.27399525,1991
IDA blend,IDB,Age dependency ratio (% of working-age population),91.09529557,1991
Indonesia,IDN,Age dependency ratio (% of working-age population),65.93369356,1991
IDA only,IDX,Age dependency ratio (% of working-age population),91.36396648,1991
Isle of Man,IMN,Age dependency ratio (% of working-age population),0.0,1991
India,IND,Age dependency ratio (% of working-age population),71.30903152,1991
Not classified,INX,Age dependency ratio (% of working-age population),0.0,1991
Ireland,IRL,Age dependency ratio (% of working-age population),61.32023626,1991
"Iran, Islamic Rep.",IRN,Age dependency ratio (% of working-age population),94.06859748,1991
Iraq,IRQ,Age dependency ratio (% of working-age population),97.13623651,1991
Iceland,ISL,Age dependency ratio (% of working-age population),55.2460902,1991
Israel,ISR,Age dependency ratio (% of working-age population),66.38364525,1991
Italy,ITA,Age dependency ratio (% of working-age population),45.65492791,1991
Jamaica,JAM,Age dependency ratio (% of working-age population),71.70078399,1991
Jordan,JOR,Age dependency ratio (% of working-age population),91.34252946,1991
Japan,JPN,Age dependency ratio (% of working-age population),43.32503464,1991
Kazakhstan,KAZ,Age dependency ratio (% of working-age population),59.80933475,1991
Kenya,KEN,Age dependency ratio (% of working-age population),105.0286109,1991
Kyrgyz Republic,KGZ,Age dependency ratio (% of working-age population),74.70650676,1991
Cambodia,KHM,Age dependency ratio (% of working-age population),90.72274188,1991
Kiribati,KIR,Age dependency ratio (% of working-age population),79.09011374,1991
St. Kitts and Nevis,KNA,Age dependency ratio (% of working-age population),0.0,1991
"Korea, Rep.",KOR,Age dependency ratio (% of working-age population),42.82274041,1991
Kuwait,KWT,Age dependency ratio (% of working-age population),54.08282542,1991
Latin America & Caribbean (excluding high income),LAC,Age dependency ratio (% of working-age population),70.06881097,1991
Lao PDR,LAO,Age dependency ratio (% of working-age population),92.12905258,1991
Lebanon,LBN,Age dependency ratio (% of working-age population),70.51164582,1991
Liberia,LBR,Age dependency ratio (% of working-age population),92.62277437,1991
Libya,LBY,Age dependency ratio (% of working-age population),79.30853927,1991
St. Lucia,LCA,Age dependency ratio (% of working-age population),77.15912686,1991
Latin America & Caribbean,LCN,Age dependency ratio (% of working-age population),69.47992638,1991
Least developed countries: UN classification,LDC,Age dependency ratio (% of working-age population),91.57026297,1991
Low income,LIC,Age dependency ratio (% of working-age population),94.68558144,1991
Liechtenstein,LIE,Age dependency ratio (% of working-age population),0.0,1991
Sri Lanka,LKA,Age dependency ratio (% of working-age population),59.15497726,1991
Lower middle income,LMC,Age dependency ratio (% of working-age population),76.62062332,1991
Low & middle income,LMY,Age dependency ratio (% of working-age population),68.90546809,1991
Lesotho,LSO,Age dependency ratio (% of working-age population),96.215176,1991
Late-demographic dividend,LTE,Age dependency ratio (% of working-age population),55.04052479,1991
Lithuania,LTU,Age dependency ratio (% of working-age population),50.69271799,1991
Luxembourg,LUX,Age dependency ratio (% of working-age population),44.98980953,1991
Latvia,LVA,Age dependency ratio (% of working-age population),50.85616263,1991
"Macao SAR, China",MAC,Age dependency ratio (% of working-age population),47.57781135,1991
St. Martin (French part),MAF,Age dependency ratio (% of working-age population),0.0,1991
Morocco,MAR,Age dependency ratio (% of working-age population),76.07975546,1991
Monaco,MCO,Age dependency ratio (% of working-age population),0.0,1991
Moldova,MDA,Age dependency ratio (% of working-age population),57.1660676,1991
Madagascar,MDG,Age dependency ratio (% of working-age population),94.40829944,1991
Maldives,MDV,Age dependency ratio (% of working-age population),101.4670934,1991
Middle East & North Africa,MEA,Age dependency ratio (% of working-age population),87.0664481,1991
Mexico,MEX,Age dependency ratio (% of working-age population),75.60890846,1991
Marshall Islands,MHL,Age dependency ratio (% of working-age population),0.0,1991
Middle income,MIC,Age dependency ratio (% of working-age population),66.99147023,1991
North Macedonia,MKD,Age dependency ratio (% of working-age population),50.31959724,1991
Mali,MLI,Age dependency ratio (% of working-age population),102.5198878,1991
Malta,MLT,Age dependency ratio (% of working-age population),51.25105484,1991
Myanmar,MMR,Age dependency ratio (% of working-age population),70.05223044,1991
Middle East & North Africa (excluding high income),MNA,Age dependency ratio (% of working-age population),88.74528082,1991
Montenegro,MNE,Age dependency ratio (% of working-age population),50.28504662,1991
Mongolia,MNG,Age dependency ratio (% of working-age population),79.88184781,1991
Northern Mariana Islands,MNP,Age dependency ratio (% of working-age population),0.0,1991
Mozambique,MOZ,Age dependency ratio (% of working-age population),98.21356841,1991
Mauritania,MRT,Age dependency ratio (% of working-age population),92.13608359,1991
Mauritius,MUS,Age dependency ratio (% of working-age population),49.95376403,1991
Malawi,MWI,Age dependency ratio (% of working-age population),92.88325718,1991
Malaysia,MYS,Age dependency ratio (% of working-age population),67.95762593,1991
North America,NAC,Age dependency ratio (% of working-age population),52.0670178,1991
Namibia,NAM,Age dependency ratio (% of working-age population),91.02811598,1991
New Caledonia,NCL,Age dependency ratio (% of working-age population),57.51318141,1991
Niger,NER,Age dependency ratio (% of working-age population),103.1711532,1991
Nigeria,NGA,Age dependency ratio (% of working-age population),91.6714113,1991
Nicaragua,NIC,Age dependency ratio (% of working-age population),94.6297216,1991
Netherlands,NLD,Age dependency ratio (% of working-age population),44.92738724,1991
Norway,NOR,Age dependency ratio (% of working-age population),54.60035725,1991
Nepal,NPL,Age dependency ratio (% of working-age population),84.9124345,1991
Nauru,NRU,Age dependency ratio (% of working-age population),0.0,1991
New Zealand,NZL,Age dependency ratio (% of working-age population),52.37931642,1991
OECD members,OED,Age dependency ratio (% of working-age population),52.81987129,1991
Oman,OMN,Age dependency ratio (% of working-age population),86.91609724,1991
